Protein	FilterMatch	RegEx
Q3I1D7_9BACT	nitrite reductase	nitrite reductase
Q3I1D8_9BACT	nitrite reductase	nitrite reductase
Q3I1D9_9BACT	nitrite reductase	nitrite reductase
Q3I1E0_9BACT	nitrite reductase	nitrite reductase
Q3I1E1_9BACT	nitrite reductase	nitrite reductase
Q3I1E2_9BACT	nitrite reductase	nitrite reductase
Q3I1E3_9BACT	nitrite reductase	nitrite reductase
Q3I1E4_9BACT	nitrite reductase	nitrite reductase
Q3I1E5_9BACT	nitrite reductase	nitrite reductase
Q3I1E6_9BACT	nitrite reductase	nitrite reductase
Q3I1E7_9BACT	nitrite reductase	nitrite reductase
Q3I1E8_9BACT	nitrite reductase	nitrite reductase
Q3I1F0_9BACT	nitrite reductase	nitrite reductase
Q3I1F2_9BACT	nitrite reductase	nitrite reductase
Q3I1F3_9BACT	nitrite reductase	nitrite reductase
Q3I1F4_9BACT	nitrite reductase	nitrite reductase
Q3I1F6_9BACT	nitrite reductase	nitrite reductase
Q3I1F7_9BACT	nitrite reductase	nitrite reductase
Q3I1F8_9BACT	nitrite reductase	nitrite reductase
Q3I1F9_9BACT	nitrite reductase	nitrite reductase
Q3I1G1_9BACT	nitrite reductase	nitrite reductase
Q3I1G2_9BACT	nitrite reductase	nitrite reductase
Q3I1G3_9BACT	nitrite reductase	nitrite reductase
Q3I1G4_9BACT	nitrite reductase	nitrite reductase
Q3I1G6_9BACT	nitrite reductase	nitrite reductase
Q3I1G8_9BACT	nitrite reductase	nitrite reductase
Q3I1G9_9BACT	nitrite reductase	nitrite reductase
Q3I1H0_9BACT	nitrite reductase	nitrite reductase
Q3I1H1_9BACT	nitrite reductase	nitrite reductase
Q3I1H2_9BACT	nitrite reductase	nitrite reductase
Q3I1H3_9BACT	nitrite reductase	nitrite reductase
Q3I1H4_9BACT	nitrite reductase	nitrite reductase
Q3I1H5_9BACT	nitrite reductase	nitrite reductase
Q3I1H6_9BACT	nitrite reductase	nitrite reductase
Q3I1H7_9BACT	nitrite reductase	nitrite reductase
Q3I1H8_9BACT	nitrite reductase	nitrite reductase
Q3I1H9_9BACT	nitrite reductase	nitrite reductase
Q3I1I0_9BACT	nitrite reductase	nitrite reductase
Q3I1I1_9BACT	nitrite reductase	nitrite reductase
Q3I1I2_9BACT	nitrite reductase	nitrite reductase
Q3I1I4_9BACT	nitrite reductase	nitrite reductase
Q3I1I5_9BACT	nitrite reductase	nitrite reductase
Q3I1I6_9BACT	nitrite reductase	nitrite reductase
Q3I1I7_9BACT	nitrite reductase	nitrite reductase
Q3I1I8_9BACT	nitrite reductase	nitrite reductase
Q3I1I9_9BACT	nitrite reductase	nitrite reductase
Q3I1J0_9BACT	nitrite reductase	nitrite reductase
Q3I1J1_9BACT	nitrite reductase	nitrite reductase
Q3I1J2_9BACT	nitrite reductase	nitrite reductase
Q3I1J3_9BACT	nitrite reductase	nitrite reductase
Q3I1J4_9BACT	nitrite reductase	nitrite reductase
Q3I1J6_9BACT	nitrite reductase	nitrite reductase
Q3I1J7_9BACT	nitrite reductase	nitrite reductase
Q3I1J9_9BACT	nitrite reductase	nitrite reductase
Q3I1K0_9BACT	nitrite reductase	nitrite reductase
Q3I1K2_9BACT	nitrite reductase	nitrite reductase
Q3I1K3_9BACT	nitrite reductase	nitrite reductase
Q3I1K6_9BACT	nitrite reductase	nitrite reductase
Q3I1K7_9BACT	nitrite reductase	nitrite reductase
Q3I1K9_9BACT	nitrite reductase	nitrite reductase
Q3I1L0_9BACT	nitrite reductase	nitrite reductase
Q3I1L1_9BACT	nitrite reductase	nitrite reductase
Q3I1L2_9BACT	nitrite reductase	nitrite reductase
Q3I1L3_9BACT	nitrite reductase	nitrite reductase
Q3I1L4_9BACT	nitrite reductase	nitrite reductase
Q3I1L5_9BACT	nitrite reductase	nitrite reductase
Q3I1L6_9BACT	nitrite reductase	nitrite reductase
Q3I1L7_9BACT	nitrite reductase	nitrite reductase
Q3I1L8_9BACT	nitrite reductase	nitrite reductase
Q3I1L9_9BACT	nitrite reductase	nitrite reductase
Q3I1M0_9BACT	nitrite reductase	nitrite reductase
Q3I1M1_9BACT	nitrite reductase	nitrite reductase
Q3I1M2_9BACT	nitrite reductase	nitrite reductase
Q3I1M4_9BACT	nitrite reductase	nitrite reductase
Q3I1M6_9BACT	nitrite reductase	nitrite reductase
Q3LGA9_HYDTH	nitrite reductase	nitrite reductase
Q3LZH0_9BACT	Nitrite reductase	nitrite reductase
Q3LZH1_9BACT	Nitrite reductase	nitrite reductase
Q3LZH2_9BACT	Nitrite reductase	nitrite reductase
Q3LZH3_9BURK	Nitrite reductase	nitrite reductase
Q3LZH4_9BACT	Nitrite reductase	nitrite reductase
Q3LZH5_9BACT	Nitrite reductase	nitrite reductase
Q3LZH6_9BACT	Nitrite reductase	nitrite reductase
Q3LZH7_9BACT	Nitrite reductase	nitrite reductase
Q3MUJ4_9BACT	Nitrite reductase	nitrite reductase
Q3MUN8_9BACT	Nitrite reductase	nitrite reductase
Q3MUX2_9BACT	Nitrite reductase	nitrite reductase
Q3MUX3_9BACT	Nitrite reductase	nitrite reductase
Q3MUX9_PSEME	Nitrite reductase	nitrite reductase
Q3MUY0_AGRT5	Nitrite reductase	nitrite reductase
Q3MUY1_ACHDE	Nitrite reductase	nitrite reductase
Q3Y4G9_9BACT	nitrite reductase	nitrite reductase
Q3Y4H1_9BACT	nitrite reductase	nitrite reductase
Q3Y4H2_9BACT	nitrite reductase	nitrite reductase
Q3Y4H3_9BACT	nitrite reductase	nitrite reductase
Q3Y4H5_9BACT	nitrite reductase	nitrite reductase
Q3Y4H6_9BACT	nitrite reductase	nitrite reductase
Q3Y4H9_9BACT	nitrite reductase	nitrite reductase
Q3Y4I1_9BACT	nitrite reductase	nitrite reductase
Q3Y4I2_9BACT	nitrite reductase	nitrite reductase
Q3Y4I3_9BACT	nitrite reductase	nitrite reductase
Q3Y4I4_9BACT	nitrite reductase	nitrite reductase
Q3Y4I5_9BACT	nitrite reductase	nitrite reductase
Q3Y4I7_9BACT	nitrite reductase	nitrite reductase
Q3Y4I8_9BACT	nitrite reductase	nitrite reductase
Q3Y4I9_9BACT	nitrite reductase	nitrite reductase
Q3Y4J1_9BACT	nitrite reductase	nitrite reductase
Q3Y4J3_9BACT	nitrite reductase	nitrite reductase
Q3Y4J4_9BACT	nitrite reductase	nitrite reductase
Q3Y4J5_9BACT	nitrite reductase	nitrite reductase
Q3Y4J7_9BACT	nitrite reductase	nitrite reductase
Q3Y4J8_9BACT	nitrite reductase	nitrite reductase
Q3Y4J9_9BACT	nitrite reductase	nitrite reductase
Q3Y4K1_9BACT	nitrite reductase	nitrite reductase
Q3Y4K2_9BACT	nitrite reductase	nitrite reductase
Q3Y4K3_9BACT	nitrite reductase	nitrite reductase
Q3Y4K4_9BACT	nitrite reductase	nitrite reductase
Q3Y4K7_9BACT	nitrite reductase	nitrite reductase
Q3Y4K8_9BACT	nitrite reductase	nitrite reductase
Q3Y4K9_9BACT	nitrite reductase	nitrite reductase
Q3Y4L0_9BACT	nitrite reductase	nitrite reductase
Q3Y4L1_9BACT	nitrite reductase	nitrite reductase
Q3Y4L4_9BACT	nitrite reductase	nitrite reductase
Q3Y4L5_9BACT	nitrite reductase	nitrite reductase
Q3Y4L6_9BACT	nitrite reductase	nitrite reductase
Q3Y4L7_9BACT	nitrite reductase	nitrite reductase
Q3Y4M0_9BACT	nitrite reductase	nitrite reductase
Q3Y4M1_9BACT	nitrite reductase	nitrite reductase
Q3Y4M3_9BACT	nitrite reductase	nitrite reductase
Q3Y4M4_9BACT	nitrite reductase	nitrite reductase
Q3Y4M5_9BACT	nitrite reductase	nitrite reductase
Q3Y4M6_9BACT	nitrite reductase	nitrite reductase
Q3Y4M7_9BACT	nitrite reductase	nitrite reductase
Q3Y4M8_9BACT	nitrite reductase	nitrite reductase
Q3Y4M9_9BACT	nitrite reductase	nitrite reductase
Q3Y4N0_9BACT	nitrite reductase	nitrite reductase
Q3Y4N1_9BACT	nitrite reductase	nitrite reductase
Q3Y4N3_9BACT	nitrite reductase	nitrite reductase
Q3Y4N4_9BACT	nitrite reductase	nitrite reductase
Q3Y4N6_9BACT	nitrite reductase	nitrite reductase
Q3Y4N7_9BACT	nitrite reductase	nitrite reductase
Q3Y4P0_9BACT	nitrite reductase	nitrite reductase
Q3Y4P1_9BACT	nitrite reductase	nitrite reductase
Q3Y4P2_9BACT	nitrite reductase	nitrite reductase
Q3Y4P3_9BACT	nitrite reductase	nitrite reductase
Q3Y4P5_9BACT	nitrite reductase	nitrite reductase
Q3Y4P7_9BACT	nitrite reductase	nitrite reductase
Q3Y4P8_9BACT	nitrite reductase	nitrite reductase
Q3Y4P9_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q0_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q1_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q2_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q3_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q4_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q5_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q6_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q7_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q8_9BACT	nitrite reductase	nitrite reductase
Q3Y4Q9_9BACT	nitrite reductase	nitrite reductase
Q3Y4R0_9BACT	nitrite reductase	nitrite reductase
Q3Y4R1_9BACT	nitrite reductase	nitrite reductase
Q3Y4R2_9BACT	nitrite reductase	nitrite reductase
Q3Y4R3_9BACT	nitrite reductase	nitrite reductase
Q3Y4R4_9BACT	nitrite reductase	nitrite reductase
Q3Y4R5_9BACT	nitrite reductase	nitrite reductase
Q3Y4S1_9BACT	nitrite reductase	nitrite reductase
Q3Y4S2_9BACT	nitrite reductase	nitrite reductase
Q3Y4S3_9BACT	nitrite reductase	nitrite reductase
Q3Y4S4_9BACT	nitrite reductase	nitrite reductase
Q3Y4S5_9BACT	nitrite reductase	nitrite reductase
Q3Y4S6_9BACT	nitrite reductase	nitrite reductase
Q3Y4S7_9BACT	nitrite reductase	nitrite reductase
Q3Y4T1_9BACT	nitrite reductase	nitrite reductase
Q3Y4T2_9BACT	nitrite reductase	nitrite reductase
Q3Y4T3_9BACT	nitrite reductase	nitrite reductase
Q3Y4T4_9BACT	nitrite reductase	nitrite reductase
Q3Y4T6_9BACT	nitrite reductase	nitrite reductase
Q3Y4T7_9BACT	nitrite reductase	nitrite reductase
Q3Y4T8_9BACT	nitrite reductase	nitrite reductase
Q3Y4U0_9BACT	nitrite reductase	nitrite reductase
Q3Y4U4_9BACT	nitrite reductase	nitrite reductase
Q3Y4U5_9BACT	nitrite reductase	nitrite reductase
Q3Y4U6_9BACT	nitrite reductase	nitrite reductase
Q3Y4U8_9BACT	nitrite reductase	nitrite reductase
Q3Y4U9_9BACT	nitrite reductase	nitrite reductase
Q3Y4V0_9BACT	nitrite reductase	nitrite reductase
Q3Y4V1_9BACT	nitrite reductase	nitrite reductase
Q3Y4V4_9BACT	nitrite reductase	nitrite reductase
Q3Y4V5_9BACT	nitrite reductase	nitrite reductase
Q3Y4V6_9BACT	nitrite reductase	nitrite reductase
Q3Y4V8_9BACT	nitrite reductase	nitrite reductase
Q3Y4V9_9BACT	nitrite reductase	nitrite reductase
Q3Y4W1_9BACT	nitrite reductase	nitrite reductase
Q3Y4W2_9BACT	nitrite reductase	nitrite reductase
Q3Y4W3_9BACT	nitrite reductase	nitrite reductase
Q3Y4W4_9BACT	nitrite reductase	nitrite reductase
Q3Y4W5_9BACT	nitrite reductase	nitrite reductase
Q3Y4W6_9BACT	nitrite reductase	nitrite reductase
Q3Y4W8_9BACT	nitrite reductase	nitrite reductase
Q3Y4X2_9BACT	nitrite reductase	nitrite reductase
Q3Y4X5_9BACT	nitrite reductase	nitrite reductase
Q3Y4X6_9BACT	nitrite reductase	nitrite reductase
Q3Y4X8_9BACT	nitrite reductase	nitrite reductase
Q3Y4X9_9BACT	nitrite reductase	nitrite reductase
Q3Y4Y0_9BACT	nitrite reductase	nitrite reductase
Q3Y4Y1_9BACT	nitrite reductase	nitrite reductase
Q3Y4Y2_9BACT	nitrite reductase	nitrite reductase
Q3Y4Y3_9BACT	nitrite reductase	nitrite reductase
Q3Y4Y6_9BACT	nitrite reductase	nitrite reductase
Q3Y4Y7_9BACT	nitrite reductase	nitrite reductase
Q3Y4Y8_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z0_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z1_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z2_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z3_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z4_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z5_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z6_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z7_9BACT	nitrite reductase	nitrite reductase
Q3Y4Z8_9BACT	nitrite reductase	nitrite reductase
Q3Y501_9BACT	nitrite reductase	nitrite reductase
Q3Y506_9BACT	nitrite reductase	nitrite reductase
Q3Y507_9BACT	nitrite reductase	nitrite reductase
Q3Y508_9BACT	nitrite reductase	nitrite reductase
Q402U8_9BACT	Nitrite reductase	nitrite reductase
Q402U9_9BACT	Nitrite reductase	nitrite reductase
Q402V0_9BACT	Nitrite reductase	nitrite reductase
Q402V1_9BACT	nitrite reductase	nitrite reductase
Q402V2_9BACT	Nitrite reductase	nitrite reductase
Q402V3_9BACT	Nitrite reductase	nitrite reductase
Q402V4_9BACT	Nitrite reductase	nitrite reductase
Q402V5_9BACT	Nitrite reductase	nitrite reductase
Q402V6_9BACT	Nitrite reductase	nitrite reductase
Q402V7_9BACT	Nitrite reductase	nitrite reductase
Q402V8_9BACT	Nitrite reductase	nitrite reductase
Q402V9_9BACT	Nitrite reductase	nitrite reductase
Q402W0_9BACT	Nitrite reductase	nitrite reductase
Q402W1_9BACT	Nitrite reductase	nitrite reductase
Q402W2_9BACT	Nitrite reductase	nitrite reductase
Q402W3_9BACT	Nitrite reductase	nitrite reductase
Q402W4_9BACT	Nitrite reductase	nitrite reductase
Q402W5_9BACT	Nitrite reductase	nitrite reductase
Q402W6_9BACT	Nitrite reductase	nitrite reductase
Q402W7_9BACT	Nitrite reductase	nitrite reductase
Q402W8_9BACT	Nitrite reductase	nitrite reductase
Q402W9_9BACT	Nitrite reductase	nitrite reductase
Q402X0_9BACT	Nitrite reductase	nitrite reductase
Q402X1_9BACT	Nitrite reductase	nitrite reductase
Q402X2_9BACT	Nitrite reductase	nitrite reductase
Q402X3_9BACT	Nitrite reductase	nitrite reductase
Q402X4_9BACT	Nitrite reductase	nitrite reductase
Q402X5_9BACT	Nitrite reductase	nitrite reductase
Q402X6_9BACT	Nitrite reductase	nitrite reductase
Q402X7_9BACT	Nitrite reductase	nitrite reductase
Q402X8_9BACT	Nitrite reductase	nitrite reductase
Q402X9_9BACT	Nitrite reductase	nitrite reductase
Q402Y1_9BACT	Nitrite reductase	nitrite reductase
Q402Y2_9BACT	Nitrite reductase	nitrite reductase
Q402Y3_9BACT	Nitrite reductase	nitrite reductase
Q402Y4_9BACT	Nitrite reductase	nitrite reductase
Q402Y5_9BACT	Nitrite reductase	nitrite reductase
Q402Y6_9BACT	Nitrite reductase	nitrite reductase
Q402Y7_9BACT	Nitrite reductase	nitrite reductase
Q402Y8_9BACT	Nitrite reductase	nitrite reductase
Q402Y9_9BACT	Nitrite reductase	nitrite reductase
Q402Z0_9BACT	Nitrite reductase	nitrite reductase
Q402Z1_9BACT	Nitrite reductase	nitrite reductase
Q402Z2_9BACT	Nitrite reductase	nitrite reductase
Q402Z3_9BACT	Nitrite reductase	nitrite reductase
Q402Z4_9BACT	Nitrite reductase	nitrite reductase
Q402Z5_9BACT	Nitrite reductase	nitrite reductase
Q402Z6_9BACT	Nitrite reductase	nitrite reductase
Q402Z7_9BACT	Nitrite reductase	nitrite reductase
Q402Z8_9BACT	Nitrite reductase	nitrite reductase
Q402Z9_9BACT	Nitrite reductase	nitrite reductase
Q403A0_9BACT	Nitrite reductase	nitrite reductase
Q403A1_9BACT	Nitrite reductase	nitrite reductase
Q403A2_9BACT	Nitrite reductase	nitrite reductase
Q403A3_9BACT	Nitrite reductase	nitrite reductase
Q403A4_9BACT	Nitrite reductase	nitrite reductase
Q403A5_9BACT	Nitrite reductase	nitrite reductase
Q403A6_9BACT	Nitrite reductase	nitrite reductase
Q403A7_9BACT	Nitrite reductase	nitrite reductase
Q403A8_9BACT	Nitrite reductase	nitrite reductase
Q403A9_9BACT	Nitrite reductase	nitrite reductase
Q403B0_9BACT	Nitrite reductase	nitrite reductase
Q403B1_9BACT	Nitrite reductase	nitrite reductase
Q403B2_9BACT	Nitrite reductase	nitrite reductase
Q403B3_9BACT	Nitrite reductase	nitrite reductase
Q403B4_9BACT	Nitrite reductase	nitrite reductase
Q403B5_9BACT	Nitrite reductase	nitrite reductase
Q403B6_9BACT	Nitrite reductase	nitrite reductase
Q403B7_9BACT	Nitrite reductase	nitrite reductase
Q403B8_9BACT	Nitrite reductase	nitrite reductase
Q403B9_9BACT	Nitrite reductase	nitrite reductase
Q403C0_9BACT	Nitrite reductase	nitrite reductase
Q403C1_9BACT	Nitrite reductase	nitrite reductase
Q403C2_9BACT	Nitrite reductase	nitrite reductase
Q403C3_9BACT	Nitrite reductase	nitrite reductase
Q403C4_9BACT	Nitrite reductase	nitrite reductase
Q403C5_9BACT	Nitrite reductase	nitrite reductase
Q403C6_9BACT	Nitrite reductase	nitrite reductase
Q403C7_9BACT	Nitrite reductase	nitrite reductase
Q403C8_9BACT	Nitrite reductase	nitrite reductase
Q403C9_9BACT	Nitrite reductase	nitrite reductase
Q403D1_9BACT	Nitrite reductase	nitrite reductase
Q403D2_9BACT	Nitrite reductase	nitrite reductase
Q403D3_9BACT	Nitrite reductase	nitrite reductase
Q403D4_9BACT	Nitrite reductase	nitrite reductase
Q403D5_9BACT	Nitrite reductase	nitrite reductase
Q403D6_9BACT	Nitrite reductase	nitrite reductase
Q403D7_9BACT	Nitrite reductase	nitrite reductase
Q403D8_9BACT	Nitrite reductase	nitrite reductase
Q403D9_9BACT	Nitrite reductase	nitrite reductase
Q403E0_9BACT	Nitrite reductase	nitrite reductase
Q403E1_9BACT	Nitrite reductase	nitrite reductase
Q403E2_9BACT	Nitrite reductase	nitrite reductase
Q403E3_9BACT	Nitrite reductase	nitrite reductase
Q403E4_9BACT	Nitrite reductase	nitrite reductase
Q403E5_9BACT	Nitrite reductase	nitrite reductase
Q403E6_9BACT	Nitrite reductase	nitrite reductase
Q403E7_9BACT	Nitrite reductase	nitrite reductase
Q403E8_9BACT	Nitrite reductase	nitrite reductase
Q403E9_9BACT	Nitrite reductase	nitrite reductase
Q403F0_9BACT	Nitrite reductase	nitrite reductase
Q403F1_9BACT	Nitrite reductase	nitrite reductase
Q403F2_9BACT	Nitrite reductase	nitrite reductase
Q403F3_9BACT	Nitrite reductase	nitrite reductase
Q403F4_9BACT	Nitrite reductase	nitrite reductase
Q403F5_9BACT	Nitrite reductase	nitrite reductase
Q403F7_9BACT	Nitrite reductase	nitrite reductase
Q403F8_9BACT	Nitrite reductase	nitrite reductase
Q403F9_9BACT	Nitrite reductase	nitrite reductase
Q403G0_9BACT	Nitrite reductase	nitrite reductase
Q403G1_9BACT	Nitrite reductase	nitrite reductase
Q403G2_9BACT	Nitrite reductase	nitrite reductase
Q403G3_9BACT	Nitrite reductase	nitrite reductase
Q403G4_9BACT	Nitrite reductase	nitrite reductase
Q4F6Z9_9BURK	Nitrite reductase	nitrite reductase
Q4F700_9BURK	Nitrite reductase	nitrite reductase
Q4F701_9BURK	Nitrite reductase	nitrite reductase
Q4FAS0_9RHIZ	Nitrite reductase	nitrite reductase
Q4FAS1_9RHIZ	Nitrite reductase	nitrite reductase
Q4HNX9_CAMUP	nitrite reductase	nitrite reductase
Q4JHG5_9PSED	Nitrite reductase	nitrite reductase
Q4JIA8_9BACT	nitrite reductase	nitrite reductase
Q4JIA9_9BACT	nitrite reductase	nitrite reductase
Q4JIB0_9BACT	nitrite reductase	nitrite reductase
Q4JIB1_9BACT	nitrite reductase	nitrite reductase
Q4JIB2_9BACT	nitrite reductase	nitrite reductase
Q4JIB3_9BACT	nitrite reductase	nitrite reductase
Q4JIB4_9BACT	nitrite reductase	nitrite reductase
Q4JIB6_9BACT	nitrite reductase	nitrite reductase
Q4JIB7_9BACT	nitrite reductase	nitrite reductase
Q4JIB8_9BACT	nitrite reductase	nitrite reductase
Q4JIB9_9BACT	nitrite reductase	nitrite reductase
Q4JIC0_9BACT	nitrite reductase	nitrite reductase
Q4JIC1_9BACT	nitrite reductase	nitrite reductase
Q4JIC2_9BACT	nitrite reductase	nitrite reductase
Q4JIC3_9BACT	nitrite reductase	nitrite reductase
Q4JIC4_9BACT	nitrite reductase	nitrite reductase
Q4JIC5_9BACT	nitrite reductase	nitrite reductase
Q4JIC6_9BACT	nitrite reductase	nitrite reductase
Q4JIC7_9BACT	nitrite reductase	nitrite reductase
Q4JIC8_9BACT	nitrite reductase	nitrite reductase
Q4JIC9_9BACT	nitrite reductase	nitrite reductase
Q4JID0_9BACT	nitrite reductase	nitrite reductase
Q4JID1_9BACT	nitrite reductase	nitrite reductase
Q4JID2_9BACT	nitrite reductase	nitrite reductase
Q4JID3_9BACT	nitrite reductase	nitrite reductase
Q4JID4_9BACT	nitrite reductase	nitrite reductase
Q4JID5_9BACT	nitrite reductase	nitrite reductase
Q4JID6_9BACT	nitrite reductase	nitrite reductase
Q4JLW2_9BACT	nitrite reductase	nitrite reductase
Q4JLW3_9BACT	nitrite reductase	nitrite reductase
Q4JLW4_9BACT	nitrite reductase	nitrite reductase
Q4JLW5_9BACT	nitrite reductase	nitrite reductase
Q4JLW6_9BACT	nitrite reductase	nitrite reductase
Q4JLW7_9BACT	nitrite reductase	nitrite reductase
Q4JLW8_9BACT	nitrite reductase	nitrite reductase
Q4JLW9_9BACT	nitrite reductase	nitrite reductase
Q4JLX0_9BACT	nitrite reductase	nitrite reductase
Q4JLX1_9BACT	nitrite reductase	nitrite reductase
Q4JLX2_9BACT	nitrite reductase	nitrite reductase
Q4JLX3_9BACT	nitrite reductase	nitrite reductase
Q4JLX5_9BACT	nitrite reductase	nitrite reductase
Q4JLX8_9BACT	nitrite reductase	nitrite reductase
Q4JLX9_9BACT	nitrite reductase	nitrite reductase
Q4JLY1_9BACT	nitrite reductase	nitrite reductase
Q4JLY2_9BACT	nitrite reductase	nitrite reductase
Q4JLY3_9BACT	nitrite reductase	nitrite reductase
Q4JLY4_9BACT	nitrite reductase	nitrite reductase
Q4JLY6_9BACT	nitrite reductase	nitrite reductase
Q4JLY7_9BACT	nitrite reductase	nitrite reductase
Q4JLY8_9BACT	nitrite reductase	nitrite reductase
Q4JLY9_9BACT	nitrite reductase	nitrite reductase
Q4JLZ0_9BACT	nitrite reductase	nitrite reductase
Q4JLZ1_9BACT	nitrite reductase	nitrite reductase
Q4JLZ2_9BACT	nitrite reductase	nitrite reductase
Q4JLZ3_9BACT	nitrite reductase	nitrite reductase
Q4JLZ4_9BACT	nitrite reductase	nitrite reductase
Q4JLZ5_9BACT	nitrite reductase	nitrite reductase
Q4JLZ6_9BACT	nitrite reductase	nitrite reductase
Q4JLZ8_9BACT	nitrite reductase	nitrite reductase
Q4JLZ9_9BACT	nitrite reductase	nitrite reductase
Q4JM00_9BACT	nitrite reductase	nitrite reductase
Q4JM02_9BACT	nitrite reductase	nitrite reductase
Q4JM03_9BACT	nitrite reductase	nitrite reductase
Q4JM08_9BACT	nitrite reductase	nitrite reductase
Q4JM10_9BACT	nitrite reductase	nitrite reductase
Q4JM11_9BACT	nitrite reductase	nitrite reductase
Q4JM12_9BACT	nitrite reductase	nitrite reductase
Q4JM13_9BACT	nitrite reductase	nitrite reductase
Q4JM14_9BACT	nitrite reductase	nitrite reductase
Q4JM16_9BACT	nitrite reductase	nitrite reductase
Q4JM18_9BACT	nitrite reductase	nitrite reductase
Q4JM19_9BACT	nitrite reductase	nitrite reductase
Q4JM20_9BACT	nitrite reductase	nitrite reductase
Q4JM21_9BACT	nitrite reductase	nitrite reductase
Q4JM22_9BACT	nitrite reductase	nitrite reductase
Q4JM23_9BACT	nitrite reductase	nitrite reductase
Q4JM24_9BACT	nitrite reductase	nitrite reductase
Q4JM26_9BACT	nitrite reductase	nitrite reductase
Q4MSQ1_BACCE	nitrite reductase	nitrite reductase
Q4PU87_9BACT	Nitrite reductase	nitrite reductase
Q52519_PSEST	Nitrite reductase	nitrite reductase
Q59656_LEPBY	Nitrite reductase	nitrite reductase
Q59HJ7_9BACT	Nitrite reductase	nitrite reductase
Q59HJ8_9BACT	Nitrite reductase	nitrite reductase
Q59HJ9_9BACT	Nitrite reductase	nitrite reductase
Q59HK1_9BACT	Nitrite reductase	nitrite reductase
Q59HK2_9BACT	Nitrite reductase	nitrite reductase
Q59HK3_9BACT	Nitrite reductase	nitrite reductase
Q59HK4_9BACT	Nitrite reductase	nitrite reductase
Q59HK5_9BACT	Nitrite reductase	nitrite reductase
Q59HK6_9BACT	Nitrite reductase	nitrite reductase
Q59HK7_9BACT	Nitrite reductase	nitrite reductase
Q59HK8_9BACT	Nitrite reductase	nitrite reductase
Q59HK9_9BACT	Nitrite reductase	nitrite reductase
Q59HL0_9BACT	Nitrite reductase	nitrite reductase
Q59HL1_9BACT	Nitrite reductase	nitrite reductase
Q59HL2_9BACT	Nitrite reductase	nitrite reductase
Q59HL3_9BACT	Nitrite reductase	nitrite reductase
Q59HL4_9BACT	Nitrite reductase	nitrite reductase
Q59HL5_9BACT	Nitrite reductase	nitrite reductase
Q59HL6_9BACT	Nitrite reductase	nitrite reductase
Q59HL7_9BACT	Nitrite reductase	nitrite reductase
Q59HL8_9BACT	Nitrite reductase	nitrite reductase
Q59HL9_9BACT	Nitrite reductase	nitrite reductase
Q59HM0_9BACT	Nitrite reductase	nitrite reductase
Q59HM1_9BACT	Nitrite reductase	nitrite reductase
Q5BLY6_9BACT	Nitrite reductase	nitrite reductase
Q5BLY7_9BACT	Nitrite reductase	nitrite reductase
Q5BLY8_9BACT	Nitrite reductase	nitrite reductase
Q5BLY9_9BACT	Nitrite reductase	nitrite reductase
Q5BLZ0_9BACT	Nitrite reductase	nitrite reductase
Q5BLZ1_9BACT	Nitrite reductase	nitrite reductase
Q5DLU8_9BACT	Nitrite reductase	nitrite reductase
Q5DLU9_9BACT	Nitrite reductase	nitrite reductase
Q5DLV0_9BACT	Nitrite reductase	nitrite reductase
Q5DLV1_9BACT	Nitrite reductase	nitrite reductase
Q5DLV2_9BACT	Nitrite reductase	nitrite reductase
Q5DLV3_9BACT	Nitrite reductase	nitrite reductase
Q5DLV4_9BACT	Nitrite reductase	nitrite reductase
Q5DLV5_9BACT	Nitrite reductase	nitrite reductase
Q5DLV6_9BACT	Nitrite reductase	nitrite reductase
Q5I3A9_9GAMM	Hydroxylamine oxidoreductase	hydroxylamine oxidoreductase
Q5I9F4_9RHOO	Nitrite reductase	nitrite reductase
Q5I9F5_9RHOO	Nitrite reductase	nitrite reductase
Q5I9F6_9RHOO	Nitrite reductase	nitrite reductase
Q5I9F7_9RHOO	Nitrite reductase	nitrite reductase
Q5K2D1_9BACT	nitrite reductase	nitrite reductase
Q5K2D2_9BACT	nitrite reductase	nitrite reductase
Q5K2D3_9BACT	nitrite reductase	nitrite reductase
Q5K2D4_9BACT	nitrite reductase	nitrite reductase
Q5K2D6_9BACT	nitrite reductase	nitrite reductase
Q5K2D7_9BACT	nitrite reductase	nitrite reductase
Q5K2D9_9BACT	nitrite reductase	nitrite reductase
